用户ID,商品ID,品牌,商品名称,商品类别,商品类目ID,行为类型,时间戳,售价,销量
650,38,Apple,Apple Galaxy S24,智能手机,1,buy,2025-11-18 8:18,5598,3
86,244,Samsung,Samsung Sony XM5,耳机,4,buy,2025-11-18 8:31,496,1
221,250,Lenovo,Lenovo Nothing Ear,耳机,4,buy,2025-11-18 8:57,305,1
441,58,Apple,Apple ROG Zephyrus,笔记本电脑,2,buy,2025-11-18 9:30,9005,3
651,234,Xiaomi,Xiaomi ROG Zephyrus,笔记本电脑,2,addbuy,2025-11-18 9:30,11450,0
278,253,Dell,Dell U8K,电视,7,buy,2025-11-18 9:35,1500,2
495,264,LG,LG P60 Pro,智能手机,1,buy,2025-11-18 10:08,6060,1
545,128,Sony,Sony Z50,相机,6,buy,2025-11-18 10:37,6779,3
317,226,Lenovo,Lenovo Nothing Ear,耳机,4,addbuy,2025-11-18 12:06,688,0
7,164,Huawei,Huawei Xiaomi Watch 2,智能手表,5,buy,2025-11-18 12:44,1443,2
184,34,HP,HP Galaxy Watch 6,智能手表,5,addbuy,2025-11-18 14:04,2927,0
454,176,Sony,Sony C3,电视,7,buy,2025-11-18 14:36,7750,3
199,56,Lenovo,Lenovo Galaxy Buds2,耳机,4,buy,2025-11-18 14:46,1500,2
313,164,Sony,Sony Nothing Ear,耳机,4,buy,2025-11-18 14:49,433,2
702,154,HP,HP iPhone 15,智能手机,1,buy,2025-11-18 15:29,7349,1
332,81,Microsoft,Microsoft Galaxy Buds2,耳机,4,buy,2025-11-18 15:56,1205,1
162,81,Dell,Dell iPhone 16,智能手机,1,buy,2025-11-18 15:58,2764,2
427,138,HP,HP Fitbit Sense,智能手表,5,buy,2025-11-18 16:09,2197,1
380,75,HP,HP FreeBuds Pro,耳机,4,buy,2025-11-18 17:33,452,1
323,231,LG,LG Xiaomi 14,智能手机,1,buy,2025-11-18 17:51,3478,2
781,214,Microsoft,Microsoft Sony XM5,耳机,4,buy,2025-11-18 18:06,697,2
419,182,Dell,Dell AirPods Pro,耳机,4,addbuy,2025-11-18 18:22,251,0
20,104,HP,HP Galaxy S24,智能手机,1,buy,2025-11-18 18:29,6161,1
383,13,Sony,Sony Galaxy S24,智能手机,1,buy,2025-11-18 18:41,2846,3
572,287,Dell,Dell FreeBuds Pro,耳机,4,buy,2025-11-18 18:53,727,2
516,226,Xiaomi,Xiaomi P60 Pro,智能手机,1,buy,2025-11-18 18:54,6956,3
165,167,Samsung,Samsung iPhone 16,智能手机,1,buy,2025-11-18 19:33,3098,4
48,200,Microsoft,Microsoft Sony XM5,耳机,4,buy,2025-11-18 19:47,1201,2
287,193,HP,HP iPhone 16,智能手机,1,buy,2025-11-18 20:33,6795,5
351,142,Apple,Apple Xiaomi 14,智能手机,1,buy,2025-11-18 21:23,1336,2
114,242,HP,HP Z50,相机,6,buy,2025-11-18 21:30,10801,3
794,212,Samsung,Samsung Galaxy S24,智能手机,1,buy,2025-11-18 21:58,2283,2
588,103,Microsoft,Microsoft MatePad Pro,平板电脑,3,buy,2025-11-18 22:15,2620,3
336,294,HP,HP X90L,电视,7,buy,2025-11-18 23:11,5947,1
544,150,Sony,Sony GH6,相机,6,buy,2025-11-18 23:18,11145,2
717,161,Huawei,Huawei iPhone 15,智能手机,1,buy,2025-11-18 23:48,6459,1
189,165,HP,HP Galaxy Watch 6,智能手表,5,buy,2025-11-19 0:13,2474,3
342,102,HP,HP Z50,相机,6,buy,2025-11-19 0:22,9589,4
619,12,Sony,Sony FreeBuds Pro,耳机,4,buy,2025-11-19 0:26,1500,1
406,250,Dell,Dell Sony XM5,耳机,4,buy,2025-11-19 0:54,198,1
525,192,Lenovo,Lenovo iPhone 15,智能手机,1,buy,2025-11-19 1:29,7362,2
517,168,Dell,Dell MacBook Pro,笔记本电脑,2,buy,2025-11-19 1:39,4354,2
342,35,Sony,Sony ROG Zephyrus,笔记本电脑,2,addbuy,2025-11-19 2:07,12878,0
572,58,Microsoft,Microsoft C3,电视,7,buy,2025-11-19 2:20,7354,3
588,240,Lenovo,Lenovo Apple Watch S9,智能手表,5,buy,2025-11-19 2:53,2859,4
786,221,Xiaomi,Xiaomi A7 IV,相机,6,buy,2025-11-19 2:59,12000,2
667,170,HP,HP Galaxy Watch 6,智能手表,5,addbuy,2025-11-19 3:57,1972,0
465,271,Microsoft,Microsoft Galaxy S24,智能手机,1,buy,2025-11-19 4:06,1491,3
412,295,Dell,Dell iPhone 15,智能手机,1,buy,2025-11-19 4:19,7552,2
20,5,Microsoft,Microsoft Sony XM5,耳机,4,addbuy,2025-11-19 4:20,454,0
266,115,Dell,Dell R8,相机,6,buy,2025-11-19 4:23,5655,3
469,103,LG,LG P60 Pro,智能手机,1,buy,2025-11-19 4:43,5932,2
591,79,LG,LG Xiaomi 14,智能手机,1,buy,2025-11-19 4:51,7401,4
316,93,Huawei,Huawei R8,相机,6,buy,2025-11-19 5:39,5289,3
41,66,Lenovo,Lenovo U8K,电视,7,buy,2025-11-19 5:39,2139,1
323,118,Samsung,Samsung QN90C,电视,7,buy,2025-11-19 5:52,5902,4
168,218,Xiaomi,Xiaomi ThinkPad X1,笔记本电脑,2,buy,2025-11-19 6:03,14689,1
28,71,Xiaomi,Xiaomi Watch GT 4,智能手表,5,buy,2025-11-19 6:03,1829,1
455,107,Dell,Dell iPhone 15,智能手机,1,buy,2025-11-19 6:07,4464,3
409,102,HP,HP Galaxy Z Flip,智能手机,1,buy,2025-11-19 6:21,3941,1
128,48,Dell,Dell Surface Pro,平板电脑,3,buy,2025-11-19 6:39,3378,3
125,84,Microsoft,Microsoft Nothing Ear,耳机,4,addbuy,2025-11-19 6:52,467,0
620,184,HP,HP Gram 17,笔记本电脑,2,buy,2025-11-19 7:13,7295,2
216,47,Dell,Dell iPhone 16,智能手机,1,buy,2025-11-19 7:36,7103,2
521,58,HP,HP Z50,相机,6,buy,2025-11-19 7:37,10289,1
431,205,Apple,Apple Xiaomi Pad 6,平板电脑,3,buy,2025-11-19 7:53,5051,3
67,223,LG,LG Galaxy S24,智能手机,1,buy,2025-11-19 9:21,1800,4
660,200,Samsung,Samsung ZV-E1,相机,6,buy,2025-11-19 9:40,6843,1
663,166,Sony,Sony ZV-E1,相机,6,addbuy,2025-11-19 10:10,9530,0
579,5,Xiaomi,Xiaomi Galaxy Buds2,耳机,4,buy,2025-11-19 10:20,50,1
712,241,Huawei,Huawei Galaxy Tab S9,平板电脑,3,addbuy,2025-11-19 11:00,2613,0
215,151,Apple,Apple P60 Pro,智能手机,1,buy,2025-11-19 11:39,7063,1
430,89,Dell,Dell R8,相机,6,addbuy,2025-11-19 11:58,8205,0
374,57,Huawei,Huawei Galaxy Tab S9,平板电脑,3,buy,2025-11-19 13:37,2995,3
314,207,HP,HP Galaxy Buds2,耳机,4,buy,2025-11-19 13:41,197,2
329,15,Sony,Sony U8K,电视,7,buy,2025-11-19 13:41,6613,2
36,74,Apple,Apple Surface Laptop,笔记本电脑,2,buy,2025-11-19 14:20,4392,4
781,269,Lenovo,Lenovo Sony XM5,耳机,4,buy,2025-11-19 15:04,707,1
358,115,Samsung,Samsung iPad Pro,平板电脑,3,buy,2025-11-19 15:07,2770,2
488,238,Samsung,Samsung AirPods Pro,耳机,4,buy,2025-11-19 15:15,252,4
618,1,HP,HP iPhone 16,智能手机,1,addbuy,2025-11-19 15:16,4474,0
132,166,HP,HP ThinkPad X1,笔记本电脑,2,buy,2025-11-19 15:25,9145,4
685,50,LG,LG P60 Pro,智能手机,1,buy,2025-11-19 16:04,6453,1
129,113,Microsoft,Microsoft Galaxy Watch 6,智能手表,5,buy,2025-11-19 16:24,2809,2
676,43,Huawei,Huawei Galaxy Buds2,耳机,4,buy,2025-11-19 16:35,970,2
630,54,Dell,Dell MatePad Pro,平板电脑,3,buy,2025-11-19 16:47,2443,2
748,155,Sony,Sony Galaxy Buds2,耳机,4,buy,2025-11-19 16:47,476,3
533,265,HP,HP Surface Pro,平板电脑,3,addbuy,2025-11-19 16:57,4355,0
433,192,Huawei,Huawei Galaxy S24,智能手机,1,buy,2025-11-19 17:24,5664,2
395,25,Apple,Apple ZV-E1,相机,6,buy,2025-11-19 19:01,4475,1
650,18,Apple,Apple R8,相机,6,buy,2025-11-19 19:51,5135,5
12,293,Dell,Dell Watch GT 4,智能手表,5,buy,2025-11-19 19:52,1656,1
644,296,LG,LG Galaxy Buds2,耳机,4,buy,2025-11-19 20:52,1081,4
637,135,Xiaomi,Xiaomi Sony XM5,耳机,4,buy,2025-11-19 21:33,911,4
287,264,Samsung,Samsung ZV-E1,相机,6,buy,2025-11-19 22:13,10968,2
350,250,Huawei,Huawei MatePad Pro,平板电脑,3,buy,2025-11-19 22:29,4235,2
351,266,Samsung,Samsung Gram 17,笔记本电脑,2,buy,2025-11-19 22:43,13026,2
658,14,LG,LG Galaxy Z Flip,智能手机,1,addbuy,2025-11-19 22:52,2985,0
469,57,Samsung,Samsung X90L,电视,7,buy,2025-11-19 22:54,5814,3
356,158,Sony,Sony R8,相机,6,buy,2025-11-19 23:01,4051,2
517,94,Lenovo,Lenovo iPhone 15,智能手机,1,buy,2025-11-19 23:08,4730,4
697,114,Xiaomi,Xiaomi iPhone 16,智能手机,1,buy,2025-11-19 23:26,4317,2
616,78,LG,LG Nothing Ear,耳机,4,buy,2025-11-20 0:02,50,4
546,186,Lenovo,Lenovo iPhone 15,智能手机,1,buy,2025-11-20 0:19,5682,3
384,82,Lenovo,Lenovo iPhone 16,智能手机,1,buy,2025-11-20 0:21,5336,2
650,116,Huawei,Huawei Gram 17,笔记本电脑,2,addbuy,2025-11-20 1:45,5788,0
208,143,Microsoft,Microsoft Surface Laptop,笔记本电脑,2,buy,2025-11-20 3:01,6567,3
535,216,Sony,Sony Surface Laptop,笔记本电脑,2,buy,2025-11-20 3:41,4806,4
739,154,LG,LG iPhone 16,智能手机,1,buy,2025-11-20 5:47,4942,3
570,160,Sony,Sony Xiaomi 14,智能手机,1,buy,2025-11-20 6:08,1000,2
69,31,Microsoft,Microsoft U8K,电视,7,addbuy,2025-11-20 7:35,3385,0
493,83,Huawei,Huawei X90L,电视,7,addbuy,2025-11-20 7:37,7696,0
401,100,Huawei,Huawei Sony XM5,耳机,4,buy,2025-11-20 7:49,546,2
283,72,Samsung,Samsung XPS 15,笔记本电脑,2,buy,2025-11-20 7:56,8051,2
156,106,Microsoft,Microsoft Xiaomi 14,智能手机,1,buy,2025-11-20 8:02,4151,4
12,61,Sony,Sony Galaxy S24,智能手机,1,buy,2025-11-20 8:06,4504,3
791,242,Lenovo,Lenovo Apple Watch S9,智能手表,5,addbuy,2025-11-20 8:32,2891,0
128,278,HP,HP ThinkPad X1,笔记本电脑,2,buy,2025-11-20 9:12,7942,2
773,175,Huawei,Huawei MacBook Pro,笔记本电脑,2,buy,2025-11-20 9:35,14026,2
116,239,Dell,Dell Galaxy S24,智能手机,1,buy,2025-11-20 9:39,3049,3
709,250,Huawei,Huawei Xiaomi 14,智能手机,1,buy,2025-11-20 10:23,4588,1
91,186,Lenovo,Lenovo A7 IV,相机,6,buy,2025-11-20 10:50,6684,1
443,216,HP,HP Gram 17,笔记本电脑,2,addbuy,2025-11-20 11:03,8093,0
742,142,Samsung,Samsung FreeBuds Pro,耳机,4,buy,2025-11-20 11:33,292,1
430,129,Lenovo,Lenovo Galaxy S24,智能手机,1,buy,2025-11-20 11:41,3188,3
731,249,Apple,Apple AirPods Pro,耳机,4,buy,2025-11-20 11:52,622,1
606,223,HP,HP XPS 15,笔记本电脑,2,addbuy,2025-11-20 12:58,8076,0
500,288,Samsung,Samsung Gram 17,笔记本电脑,2,buy,2025-11-20 13:07,14841,4
532,196,Dell,Dell GH6,相机,6,buy,2025-11-20 13:24,12000,3
659,51,Samsung,Samsung Nothing Ear,耳机,4,addbuy,2025-11-20 14:22,244,0
370,298,Samsung,Samsung R8,相机,6,buy,2025-11-20 14:55,11279,2
404,21,Microsoft,Microsoft A80L,电视,7,buy,2025-11-20 14:57,7173,2
588,268,HP,HP Sony XM5,耳机,4,buy,2025-11-20 15:01,892,3
222,291,Dell,Dell iPad Pro,平板电脑,3,addbuy,2025-11-20 15:01,1809,0
300,212,LG,LG MacBook Pro,笔记本电脑,2,buy,2025-11-20 15:28,6773,4
368,177,HP,HP Galaxy S24,智能手机,1,buy,2025-11-20 15:43,7383,1
49,167,Sony,Sony Xiaomi Watch 2,智能手表,5,buy,2025-11-20 15:47,2170,2
215,286,Sony,Sony XPS 15,笔记本电脑,2,addbuy,2025-11-20 17:11,11664,0
411,179,LG,LG Xiaomi 14,智能手机,1,buy,2025-11-20 17:31,7394,1
342,181,HP,HP iPhone 15,智能手机,1,buy,2025-11-20 17:38,7285,2
314,52,Xiaomi,Xiaomi Z50,相机,6,buy,2025-11-20 17:57,10996,1
637,255,Dell,Dell FreeBuds Pro,耳机,4,buy,2025-11-20 18:27,362,3
272,249,Dell,Dell R8,相机,6,addbuy,2025-11-20 18:29,5237,0
773,82,HP,HP Z50,相机,6,buy,2025-11-20 18:38,7716,3
195,298,Apple,Apple A7 IV,相机,6,buy,2025-11-20 19:21,4726,1
775,287,Lenovo,Lenovo Watch GT 4,智能手表,5,buy,2025-11-20 19:37,2130,3
713,39,Dell,Dell P60 Pro,智能手机,1,addbuy,2025-11-20 19:58,5300,0
613,208,Samsung,Samsung Xiaomi 14,智能手机,1,buy,2025-11-20 20:13,2474,2
363,204,LG,LG ROG Zephyrus,笔记本电脑,2,buy,2025-11-20 20:15,8189,4
301,292,Samsung,Samsung Gram 17,笔记本电脑,2,buy,2025-11-20 20:19,6176,2
42,126,Xiaomi,Xiaomi Galaxy Z Flip,智能手机,1,buy,2025-11-20 20:35,1638,2
507,115,Sony,Sony AirPods Pro,耳机,4,buy,2025-11-20 20:41,1051,1
451,111,Xiaomi,Xiaomi X90L,电视,7,buy,2025-11-20 20:43,7106,2
22,248,Sony,Sony R8,相机,6,buy,2025-11-20 21:32,4187,2
582,99,Lenovo,Lenovo Fitbit Sense,智能手表,5,buy,2025-11-20 23:17,2609,1
410,295,Lenovo,Lenovo Fitbit Sense,智能手表,5,buy,2025-11-20 23:59,2383,2
270,221,Sony,Sony MatePad Pro,平板电脑,3,buy,2025-11-21 0:50,4853,2
554,183,Xiaomi,Xiaomi Watch GT 4,智能手表,5,buy,2025-11-21 0:57,2302,3
720,127,Huawei,Huawei ThinkPad X1,笔记本电脑,2,buy,2025-11-21 2:23,5416,2
520,244,Huawei,Huawei iPad Pro,平板电脑,3,buy,2025-11-21 2:29,6000,4
234,179,Samsung,Samsung Fitbit Sense,智能手表,5,buy,2025-11-21 3:49,2952,1
477,138,Lenovo,Lenovo iPhone 16,智能手机,1,buy,2025-11-21 6:08,7037,3
449,255,HP,HP ROG Zephyrus,笔记本电脑,2,addbuy,2025-11-21 6:41,13235,0
23,287,Samsung,Samsung R8,相机,6,buy,2025-11-21 8:26,11706,1
489,76,Apple,Apple Galaxy S24,智能手机,1,buy,2025-11-21 8:49,4759,1
737,142,LG,LG MacBook Pro,笔记本电脑,2,buy,2025-11-21 8:57,5193,1
613,252,Apple,Apple Xiaomi 14,智能手机,1,buy,2025-11-21 9:12,5596,3
221,232,Huawei,Huawei Surface Laptop,笔记本电脑,2,buy,2025-11-21 9:36,11218,1
239,292,Sony,Sony Galaxy S24,智能手机,1,addbuy,2025-11-21 9:38,3613,0
698,162,Huawei,Huawei U8K,电视,7,buy,2025-11-21 10:04,5669,3
773,184,Apple,Apple QLED TV,电视,7,buy,2025-11-21 11:49,1667,2
66,272,Samsung,Samsung ROG Zephyrus,笔记本电脑,2,buy,2025-11-21 11:54,13485,2
200,128,Huawei,Huawei Gram 17,笔记本电脑,2,buy,2025-11-21 12:36,10951,4
31,254,Huawei,Huawei R8,相机,6,buy,2025-11-21 13:39,12000,1
414,294,Samsung,Samsung MacBook Pro,笔记本电脑,2,addbuy,2025-11-21 14:56,5926,0
391,243,Dell,Dell Galaxy Z Flip,智能手机,1,buy,2025-11-21 16:21,6892,2
319,182,Huawei,Huawei AirPods Pro,耳机,4,buy,2025-11-21 16:40,308,2
512,47,Dell,Dell Galaxy S24,智能手机,1,buy,2025-11-21 18:21,2615,2
233,180,Dell,Dell iPhone 16,智能手机,1,buy,2025-11-21 18:58,2444,3
463,49,Samsung,Samsung FreeBuds Pro,耳机,4,buy,2025-11-21 19:03,1499,2
63,286,Apple,Apple P60 Pro,智能手机,1,buy,2025-11-21 19:20,5222,4
173,1,LG,LG MacBook Pro,笔记本电脑,2,buy,2025-11-21 19:54,5118,2
394,157,Apple,Apple Galaxy S24,智能手机,1,buy,2025-11-21 20:01,5140,1
72,89,Microsoft,Microsoft MatePad Pro,平板电脑,3,buy,2025-11-21 20:28,1816,4
187,275,Microsoft,Microsoft A80L,电视,7,addbuy,2025-11-21 20:57,3169,0
615,192,Samsung,Samsung Galaxy Buds2,耳机,4,addbuy,2025-11-21 21:02,473,0
791,91,HP,HP Gram 17,笔记本电脑,2,buy,2025-11-21 21:24,13294,1
638,20,HP,HP AirPods Pro,耳机,4,buy,2025-11-21 22:03,965,2
111,179,Sony,Sony MatePad Pro,平板电脑,3,buy,2025-11-21 22:22,5764,2
172,52,Microsoft,Microsoft U8K,电视,7,buy,2025-11-21 22:22,6987,1
628,173,Microsoft,Microsoft R8,相机,6,buy,2025-11-21 22:22,10051,1
459,60,Lenovo,Lenovo Xiaomi Pad 6,平板电脑,3,buy,2025-11-21 22:34,5361,3
253,188,Samsung,Samsung FreeBuds Pro,耳机,4,buy,2025-11-21 23:43,1500,4
414,22,HP,HP XPS 15,笔记本电脑,2,buy,2025-11-21 23:50,6238,3
725,51,HP,HP QLED TV,电视,7,buy,2025-11-22 0:17,4265,1
671,165,Samsung,Samsung Xiaomi 14,智能手机,1,buy,2025-11-22 0:23,8000,1
535,202,Microsoft,Microsoft Nothing Ear,耳机,4,buy,2025-11-22 0:33,1217,1
329,70,Xiaomi,Xiaomi Watch GT 4,智能手表,5,buy,2025-11-22 1:23,3979,2
642,219,Xiaomi,Xiaomi FreeBuds Pro,耳机,4,addbuy,2025-11-22 1:58,1157,0
503,13,Dell,Dell iPhone 15,智能手机,1,buy,2025-11-22 2:01,4333,3
496,200,LG,LG ROG Zephyrus,笔记本电脑,2,buy,2025-11-22 2:15,11901,2
716,29,Sony,Sony Xiaomi 14,智能手机,1,buy,2025-11-22 2:16,3559,1
315,293,Xiaomi,Xiaomi MacBook Pro,笔记本电脑,2,buy,2025-11-22 2:34,12464,1
50,274,LG,LG Xiaomi 14,智能手机,1,addbuy,2025-11-22 3:02,5334,0
193,181,Sony,Sony Galaxy Z Flip,智能手机,1,buy,2025-11-22 3:06,1053,1
521,269,Dell,Dell QLED TV,电视,7,buy,2025-11-22 3:15,5731,2
716,23,LG,LG ZV-E1,相机,6,buy,2025-11-22 3:28,4981,1
227,164,HP,HP Galaxy Buds2,耳机,4,buy,2025-11-22 4:35,339,4
212,293,Xiaomi,Xiaomi Xiaomi Pad 6,平板电脑,3,buy,2025-11-22 6:47,2262,2
706,60,Dell,Dell R8,相机,6,buy,2025-11-22 6:49,2078,2
339,91,Xiaomi,Xiaomi Gram 17,笔记本电脑,2,addbuy,2025-11-22 7:27,8560,0
46,80,LG,LG Galaxy Z Flip,智能手机,1,buy,2025-11-22 7:39,4110,1
685,133,Xiaomi,Xiaomi ROG Zephyrus,笔记本电脑,2,buy,2025-11-22 7:52,6427,1
642,159,Microsoft,Microsoft ZV-E1,相机,6,buy,2025-11-22 8:29,9075,1
707,6,Sony,Sony Sony XM5,耳机,4,buy,2025-11-22 9:36,603,1
195,250,Dell,Dell FreeBuds Pro,耳机,4,buy,2025-11-22 10:56,912,3
710,203,Apple,Apple QLED TV,电视,7,buy,2025-11-22 11:18,3683,2
679,115,HP,HP iPhone 16,智能手机,1,buy,2025-11-22 11:30,1498,3
163,251,Samsung,Samsung iPhone 15,智能手机,1,buy,2025-11-22 12:11,1703,3
172,132,Lenovo,Lenovo FreeBuds Pro,耳机,4,buy,2025-11-22 12:19,79,2
292,292,Lenovo,Lenovo ThinkPad X1,笔记本电脑,2,buy,2025-11-22 12:41,10469,2
207,45,Samsung,Samsung A80L,电视,7,buy,2025-11-22 12:53,3497,3
531,19,Xiaomi,Xiaomi R8,相机,6,buy,2025-11-22 13:21,11143,1
235,20,Samsung,Samsung AirPods Pro,耳机,4,addbuy,2025-11-22 13:28,1055,0
70,124,Samsung,Samsung ZV-E1,相机,6,buy,2025-11-22 13:34,8252,2
757,74,LG,LG A80L,电视,7,buy,2025-11-22 14:40,5186,3
516,97,Apple,Apple Gram 17,笔记本电脑,2,addbuy,2025-11-22 14:43,11347,0
583,8,LG,LG AirPods Pro,耳机,4,addbuy,2025-11-22 15:02,651,0
359,237,Sony,Sony iPhone 16,智能手机,1,buy,2025-11-22 15:08,2225,4
390,79,Apple,Apple Galaxy Z Flip,智能手机,1,buy,2025-11-22 15:09,2772,1
189,100,Samsung,Samsung X90L,电视,7,buy,2025-11-22 15:10,3948,2
452,36,HP,HP AirPods Pro,耳机,4,buy,2025-11-22 15:15,873,1
571,83,Lenovo,Lenovo ThinkPad X1,笔记本电脑,2,buy,2025-11-22 16:09,8134,2
115,34,LG,LG AirPods Pro,耳机,4,addbuy,2025-11-22 16:18,423,0
634,87,Lenovo,Lenovo Apple Watch S9,智能手表,5,addbuy,2025-11-22 17:37,2544,0
147,54,LG,LG C3,电视,7,buy,2025-11-22 18:00,7395,2
577,30,Dell,Dell iPad Pro,平板电脑,3,buy,2025-11-22 18:15,3217,3
230,19,Microsoft,Microsoft MacBook Pro,笔记本电脑,2,addbuy,2025-11-22 18:38,10542,0
586,198,Apple,Apple Xiaomi Pad 6,平板电脑,3,buy,2025-11-22 18:58,5806,3
461,122,Microsoft,Microsoft Sony XM5,耳机,4,buy,2025-11-22 19:35,779,3
354,233,Microsoft,Microsoft Galaxy S24,智能手机,1,addbuy,2025-11-22 19:44,6645,0
369,115,HP,HP P60 Pro,智能手机,1,addbuy,2025-11-22 19:56,4803,0
264,83,Huawei,Huawei Surface Laptop,笔记本电脑,2,buy,2025-11-22 20:55,6311,2
308,74,Apple,Apple Sony XM5,耳机,4,buy,2025-11-22 22:13,981,3
233,206,Dell,Dell Fitbit Sense,智能手表,5,buy,2025-11-22 23:12,1009,2
416,216,LG,LG X90L,电视,7,buy,2025-11-22 23:26,2644,1
398,238,HP,HP Surface Laptop,笔记本电脑,2,buy,2025-11-23 0:06,10879,1
409,69,LG,LG Gram 17,笔记本电脑,2,buy,2025-11-23 0:24,9928,2
223,98,Xiaomi,Xiaomi iPhone 16,智能手机,1,buy,2025-11-23 0:42,6996,1
475,281,Microsoft,Microsoft ThinkPad X1,笔记本电脑,2,buy,2025-11-23 0:48,13211,4
403,73,Sony,Sony XPS 15,笔记本电脑,2,buy,2025-11-23 1:12,10679,2
308,212,Lenovo,Lenovo Sony XM5,耳机,4,buy,2025-11-23 1:17,868,1
565,81,Xiaomi,Xiaomi QN90C,电视,7,buy,2025-11-23 1:28,1818,4
185,227,Lenovo,Lenovo A80L,电视,7,buy,2025-11-23 2:19,6899,3
582,89,Xiaomi,Xiaomi X-T5,相机,6,addbuy,2025-11-23 2:25,2545,0
657,206,Microsoft,Microsoft Galaxy Tab S9,平板电脑,3,buy,2025-11-23 2:27,3920,3
422,163,Xiaomi,Xiaomi iPhone 16,智能手机,1,buy,2025-11-23 2:29,5910,1
324,272,Huawei,Huawei Xiaomi Watch 2,智能手表,5,buy,2025-11-23 3:44,2644,3
100,34,Apple,Apple Xiaomi 14,智能手机,1,buy,2025-11-23 4:03,7144,1
340,47,Apple,Apple MacBook Pro,笔记本电脑,2,addbuy,2025-11-23 4:16,5214,0
155,110,Xiaomi,Xiaomi ZV-E1,相机,6,addbuy,2025-11-23 5:01,7115,0
324,299,LG,LG U8K,电视,7,buy,2025-11-23 5:48,3852,1
721,90,HP,HP Galaxy S24,智能手机,1,buy,2025-11-23 5:59,7813,2
164,78,Samsung,Samsung ROG Zephyrus,笔记本电脑,2,buy,2025-11-23 6:31,8702,3
634,210,Samsung,Samsung U8K,电视,7,buy,2025-11-23 7:10,2849,4
481,144,Lenovo,Lenovo Xiaomi 14,智能手机,1,buy,2025-11-23 7:38,2383,2
151,228,Samsung,Samsung QLED TV,电视,7,buy,2025-11-23 7:42,7079,2
391,243,Apple,Apple R8,相机,6,addbuy,2025-11-23 8:37,3776,0
601,186,Huawei,Huawei iPad Pro,平板电脑,3,buy,2025-11-23 8:58,4651,3
459,11,Microsoft,Microsoft R8,相机,6,addbuy,2025-11-23 9:07,9323,0
348,44,Microsoft,Microsoft FreeBuds Pro,耳机,4,buy,2025-11-23 9:21,1200,1
640,154,Huawei,Huawei Galaxy Buds2,耳机,4,buy,2025-11-23 9:22,642,2
202,165,Samsung,Samsung Gram 17,笔记本电脑,2,buy,2025-11-23 9:26,10325,3
618,254,Samsung,Samsung ThinkPad X1,笔记本电脑,2,buy,2025-11-23 10:04,8953,4
174,187,Microsoft,Microsoft Sony XM5,耳机,4,buy,2025-11-23 10:04,200,5
533,13,Lenovo,Lenovo FreeBuds Pro,耳机,4,buy,2025-11-23 10:19,465,2
665,123,Huawei,Huawei A7 IV,相机,6,addbuy,2025-11-23 10:38,9984,0
346,21,HP,HP Xiaomi Pad 6,平板电脑,3,buy,2025-11-23 10:40,3945,1
341,283,HP,HP AirPods Pro,耳机,4,buy,2025-11-23 12:16,791,4
753,294,Microsoft,Microsoft iPhone 15,智能手机,1,addbuy,2025-11-23 12:22,1123,0
482,195,Dell,Dell Galaxy Buds2,耳机,4,addbuy,2025-11-23 12:32,50,0
344,188,Sony,Sony Sony XM5,耳机,4,buy,2025-11-23 12:42,663,1
136,178,Dell,Dell FreeBuds Pro,耳机,4,buy,2025-11-23 12:49,1116,3
501,145,Lenovo,Lenovo X90L,电视,7,addbuy,2025-11-23 12:49,7324,0
87,164,HP,HP Xiaomi 14,智能手机,1,addbuy,2025-11-23 13:23,3026,0
781,55,Apple,Apple XPS 15,笔记本电脑,2,buy,2025-11-23 14:53,12194,3
67,79,Huawei,Huawei MatePad Pro,平板电脑,3,buy,2025-11-23 15:00,3328,2
10,7,Samsung,Samsung iPhone 15,智能手机,1,buy,2025-11-23 15:29,5606,4
597,236,Samsung,Samsung XPS 15,笔记本电脑,2,buy,2025-11-23 16:05,9705,1
125,29,Samsung,Samsung U8K,电视,7,buy,2025-11-23 16:55,6638,2
94,47,Samsung,Samsung R8,相机,6,buy,2025-11-23 17:09,4174,1
52,41,Xiaomi,Xiaomi Galaxy Watch 6,智能手表,5,buy,2025-11-23 17:19,836,3
488,102,Lenovo,Lenovo X90L,电视,7,buy,2025-11-23 17:29,4633,3
295,32,Huawei,Huawei Surface Laptop,笔记本电脑,2,buy,2025-11-23 18:02,12224,2
82,91,Lenovo,Lenovo MacBook Pro,笔记本电脑,2,buy,2025-11-23 18:47,11144,2
590,97,Huawei,Huawei ROG Zephyrus,笔记本电脑,2,buy,2025-11-23 18:53,7173,1
192,165,Samsung,Samsung iPhone 16,智能手机,1,buy,2025-11-23 19:05,6597,3
651,152,Huawei,Huawei Galaxy Z Flip,智能手机,1,buy,2025-11-23 20:07,7111,4
293,112,Lenovo,Lenovo Xiaomi 14,智能手机,1,buy,2025-11-23 20:50,5938,4
247,272,LG,LG Gram 17,笔记本电脑,2,buy,2025-11-23 22:41,10916,4
773,83,Sony,Sony Galaxy S24,智能手机,1,buy,2025-11-23 23:18,1192,1
353,31,Samsung,Samsung Sony XM5,耳机,4,buy,2025-11-23 23:32,50,3
691,229,Dell,Dell iPhone 15,智能手机,1,buy,2025-11-23 23:55,6263,3
603,186,Samsung,Samsung Galaxy S24,智能手机,1,buy,2025-11-24 0:24,1279,2
